avaliacao,twet,class_label
negative, there is no excuse for leaving a minor to spend the night sobbing (9 hours) in a plastic chair. ua's actions? terrible. # united,-1
negative, perhaps you could fix this?  and this  ,-1
negative, my wife and i will be sharing this dreadful experience. don't pretend ua cares about young girl traveling alone # united airlines,-1
negative, jh: going to process my refund for wifi. its asking for a receipt #? i never received an email- you guys just whacked my credit card,-1
negative,. don't post a link to an article that verifies the initial complaint with 20+ comments saying the same thing. ,-1
negative,. will breaking them in somehow make them longer so that they don't cut off the circulation in my legs? ,-1
negative," but why do people with no status get to buy an upgd at much less than cost ahead of premiers with earned ""confirmed"" certificates?",-1
neutral, you please do not burn my dreams !!!   tickets sales today.,0
negative," worst agents in us at ft. lauderdale airport; passengers stand in line, getting status alerts &amp; still didn't make an announcement",-1
negative, can we get any (free) upgrade because all the problems we've had? our reservation is mkwlkr.,-1
neutral, can you send a personal plane to get us out of school? it's icing and we don't want to get stuck here  ,0
neutral, to start 3xweekly -900 flights from  to  on between 9may-5sep ,0
neutral," fail set to song.  ""united breaks guitars"" &lt; lmao!",0
neutral," yes, would love an upgrade or voucher,  please give me a call 9148445695",0
neutral," how come it's cheaper to fly to bkk than nrt even though to get to bkk you take an extra flight, from nrt!",0
negative, this is with regard to a flight from a couple weeks ago. i'm very frustrated with your policies &amp; expressing that.,-1
negative," thanks for reaching out. the seat was hard, not enough cushion. ok for short flight. btw, ua6465 flight and crew were great!",-1
negative," surprise me.  otherwise, the flight is over and i don't have a good feeling about your airline.",-1
negative, we have been told that it's lost...you guys don't know where it is,-1
negative,".: just landed. a day late flight with almost no sleep, but here. i feel sorry for the woman i consoled who's mother died during the night.",-1
neutral," 6344,6373, sfo-dfw also 1576 sfo-ord",0
negative," disappointed,united did not feed small children on a 5 &amp; half hour flight (honolulu to los angeles), appalling, esp food waspaid for",-1
positive, thanks to supervisor miriam who provided me with great customer service. ,1
negative, filled out at the airport as part of a long day made longer.,-1
positive, -today the staff @ msp took customer service to a new level. my father passed away last night &amp; you helped me get home today! thanks,1
negative," ua6255 delayed out of  because the plane was ""frozen""!  will i make my connection on ua1059?  ",-1
negative,"  delayed about 8 hours because of missed connections due to mechanical issues on 1st flight. rebooked, but please call me 9148445695",-1
neutral, flying out of stl saturday where they are expecting ice &amp; snow. when should we start looking for travel waivers? thanks!,0
neutral, can i add miles from my january air china flight to my mileageplus account?,0
negative,.  you know your updates every 6 hours telling me you don't know where my bags are is also equally irritating. ,-1
negative, you are lightyears ahead of the security control at newark airport. they wasted 40 precious mins w bad efficiency. ,-1
positive," great, thank you!",1
neutral, i submitted a status match last week and have not heard back. im a delta customer looking to switch to united. please assist.,0
negative, 1627 to montego bay going back to gate bc 1person was late flight? awful service for all of who came on time!!,-1
negative, right... are you guys charging for the air we breathe next?,-1
neutral, did not get names...dallas flight and chicago,0
negative," in other words... sorry, not sorry.  plenty of other airlines... and i travel a lot.",-1
negative, delayed again by united. gate agent was borderline rude when i asked her a flight status question. what is happening to united?,-1
negative, i need to speak with a supervisor or someone who is  to help me use a credit i have asap.  ,-1
negative," just give up.  your service is terrible.  if i wasn't forced to use united on certain routes, i never would.",-1
positive, club in denver is dope 👌,1
negative," i'm checked in, agent wouldn't tag my bags at 7am. now i'm standing in line hell.",-1
negative, we are never going to get to out gate at this rate.,-1
negative, this is getting ridiculous. now we're missing our connection.,-1
negative, couldn't use the confirmed upgd cert you gave me b/c you decided to sell anyone a biz seat for $299. why do you bother giving them?,-1
negative, i locked myself out of my account and needed access to book a flight.,-1
neutral,  january 15th.,0
negative, any chance you can troubleshoot check ins at  ? we're at 20 minutes per person.,-1
negative, how on earth could you close the united club in atlanta? what a major  at an airport of this size,-1
positive, sorry to hear outsourcing plan. boise is best staff/cust service in the country. ,1
negative, -lga-ord ua 711. did not get agent name. argument over baggage policy.,-1
negative, yes staff were rude  and unempathetic. i needed jacket and tablet by 4 got at 11. if u take carryons cause plane full.don't lose em!,-1
negative, monday evening.,-1
neutral," is pri boarding for ""active military"" or only ""in uniform?"" 90% can't travel in uniform for opsec reason, even on official travel",0
neutral, leisure. military personnel for safety reason r highly recommended to not travel in uniform,0
negative, ticket counter masters out of smf not very helpful.,-1
positive," cool, thanks.",1
negative, my baggage is in shannon now so never mind u can work on giving me some $$$ back now,-1
negative," if you're listening, why are you the lowest provider of inflight wifi? get with the times!",-1
