Session_ID,Time_Record,Transcription,Sentiment,Valence,Activation,Dominance,discrete
Ses02F_script02_2_F009,[076.8900-079.7300]:,twice is every time we ve tried that s ever,fru,2.0,3.5,4.0,1
Ses02F_script02_2_M010,[079.4000-081.1300]:,well we ll see them this year,neu,2.5,3.5,3.5,0
Ses02F_script02_2_F010,[080.7700-086.1500]:,no we won t it s pointless it s like waiting up to see santa claus,fru,2.0,4.0,4.5,1
Ses02F_script02_2_F011,[086.1600-099.7100]:,i mean i feel like my whole life is gonna be spent standing on the beach with my eye wide open and my hand clasped expectantly waiting for the fish to show up and the fish won t show up,ang,1.5,5.0,5.0,2
Ses02F_script02_2_M011,[099.6700-101.5000]:,i thought you wanted to see it,fru,2.5,2.5,2.5,1
Ses02F_script02_2_F012,[101.2800-103.8100]:,you don t understand anything i m saying,fru,2.0,3.5,3.5,1
Ses02F_script02_2_M012,[103.5800-105.1700]:,no of course not,fru,1.5,3.0,4.0,1
Ses02F_script02_2_F013,[104.9300-111.9000]:,i did want to see it i always do i keep thinking that this is gonna be the time and it never is,fru,1.5,4.0,4.5,1
Ses02F_script02_2_M013,[111.4600-114.7500]:,it s just fish nothing to get traumatized about,neu,2.5,3.0,3.5,0
Ses02F_script02_2_M014,[115.9200-124.0800]:,all right look i ve been trying to work this backwards but i cannot seem to figure out the exact moment that we took a turn for the worst,fru,2.0,4.0,3.5,1
Ses02F_script02_2_M016,[134.1000-138.8100]:,you said hey the grunion are running tonight i said great let s go i feel lucky,neu,3.0,4.0,4.0,0
Ses02F_script02_2_M017,[138.8600-144.9200]:,okay so i m putting on my jacket putting out the animal getting the car out of the garage,neu,3.0,4.0,3.5,0
Ses02F_script02_2_F015,[143.6900-149.7200]:,do you remember the first time we came to see it it wa about four year ago right after we got married,sad,2.5,3.0,4.0,3
Ses02F_script02_2_F016,[149.7400-159.7600]:,i thought i wa pregnant you had a bottle of champagne but no glass you asked me to dance so we kicked off our shoe and you popped the cork,sad,4.0,4.0,3.5,3
Ses02F_script02_2_F017,[159.7833-169.3200]:,and while we were dancing you said the softest most intimate thing to me right into my ear so that i could feel them a much a hear them,sad,3.5,4.0,4.5,3
Ses02F_script02_2_F018,[169.3400-178.1700]:,and i remember thinking this is it you know at last at last i am a happy a i am supposed to be,sad,4.0,4.5,4.0,3
Ses02F_script02_2_M018,[177.5600-179.3800]:,wait a minute i ve got it,neu,4.0,3.5,3.5,0
Ses02F_script02_2_F019,[178.7800-183.3300]:,just dancing barefoot in the sand drinking champagne out of the bottle,sad,4.0,4.0,4.0,3
Ses02F_script02_2_M019,[183.1800-192.2200]:,it wa in the car right driving past the knickerbocker liquor locker you said let s get some champagne and i said time s a wasting or something like that right,neu,3.0,4.0,4.0,0
Ses02F_script02_2_M020,[192.2500-197.0700]:,yeah of course i see it now you want this to be like that other time right that s it right,neu,3.0,4.0,4.0,0
Ses02F_script02_2_F020,[196.7300-202.0100]:,i d rather not remember some thing i would rather not hope for some thing,sad,2.5,3.0,3.5,3
Ses02F_script02_2_M021,[201.3200-206.7400]:,okay yeah sure i see it now listen you wanna dance,neu,3.0,3.5,3.5,0
Ses02F_script02_2_F021,[206.4100-207.5500]:,no,sad,2.5,2.0,2.5,3
Ses02F_script02_2_M022,[207.5100-209.4900]:,you want me to go get some champagne,neu,3.0,3.5,3.0,0
Ses02F_script02_2_F022,[208.7400-209.7200]:,no,sad,2.5,2.5,2.0,3
Ses02F_script02_2_M023,[209.5700-211.3200]:,take off our shoe,neu,3.0,3.5,2.5,0
Ses02F_script02_2_M024,[211.3900-213.9400]:,well what you want me to breathe in your ear,fru,2.0,3.5,2.5,1
Ses02F_script02_2_F024,[213.2000-214.0700]:,no,sad,2.0,2.0,2.5,3
Ses02F_script02_2_M025,[213.9900-215.8600]:,you wanna get married again,fru,3.0,3.5,2.5,1
Ses02F_script02_2_F025,[215.2100-216.2000]:,no,fru,2.5,2.0,2.5,1
Ses02F_script02_2_M026,[215.9000-218.3600]:,what what you want a divorce,fru,2.0,3.5,3.0,1
Ses02F_script02_2_F026,[217.4100-218.6800]:,no,fru,2.0,3.5,3.5,1
Ses02F_script02_2_M027,[218.4100-219.7400]:,a vacation,fru,2.0,3.5,3.5,1
Ses02F_script02_2_F027,[218.9300-220.1400]:,no,fru,2.0,4.0,4.0,1
Ses02F_script02_2_M028,[219.7500-226.5400]:,a new carpet a poodle ice cream back rub a suicide pact what what carla what the hell do you want,fru,2.0,4.0,4.0,1
Ses02F_script02_2_M029,[228.2000-238.9600]:,well welcome to the human race do you think this is what i had in mind when i proposed that four year down the road we d be at the beach yelling at each other over fish,ang,2.0,4.5,4.5,2
Ses02F_script02_2_M031,[250.8900-266.4300]:,no carla i m just like you i thought it wa gonna be all peach and rose and sand in our toe and wind in our hair and the fish will always come and the bill will pay themselves and we ll have three fat rosy kid and ha ha baby the joke s on u,sad,2.5,3.0,4.0,3
Ses02F_script02_2_M032,[266.4400-269.3900]:,cause you know what you get carla you know what you get this,fru,2.0,3.5,4.0,1
Ses02F_script02_2_M033,[273.8200-275.0800]:,yes it is,neu,3.0,2.5,3.0,0
Ses02F_script02_2_M034,[280.1300-281.2200]:,right,neu,2.5,2.5,4.0,0
Ses02F_script02_2_F031,[281.5765-286.6000]:,well this isn t anything like i thought anything would be like,sad,1.5,4.0,3.5,3
Ses02F_script02_2_M035,[286.3300-288.2900]:,i know me neither,sad,2.5,3.0,3.0,3
Ses02F_script02_2_M036,[302.9300-305.0600]:,i m doing the best i can,sad,2.0,2.5,3.5,3
Ses02F_script02_2_F033,[305.3800-308.7200]:,i know that augie really i do,sad,2.5,3.5,3.0,3
Ses02F_script02_2_F034,[308.7500-324.1000]:,i know that you meant this to be special and nice and the sand and the moon and all but i just couldn t help thinking about being somewhere else,sad,1.5,3.0,3.5,3
Ses02F_script02_2_M037,[325.0600-327.9300]:,maybe if you were with somebody else too,sad,2.0,2.5,3.5,3
Ses02F_script02_2_F035,[327.1500-328.7700]:,i didn t say that,sad,2.0,2.0,2.5,3
Ses02F_script02_2_M038,[328.3800-333.7100]:,no i know but still i know i don t make you happy,sad,2.0,3.0,3.0,3
Ses02F_script02_2_M039,[337.8400-339.0300]:,yeah,sur,3.0,2.5,3.0,5
Ses02F_script02_2_F038,[342.0800-350.2000]:,you re the one who probably wish you were with someone else someone who you d rather enjoy yourself and didn t take everything so hard,sad,1.5,3.0,4.5,3
Ses02F_script02_2_M041,[364.8100-370.5600]:,i don t know it seemed like a pretty good spot to me i mean look at the view you have of the moon from here,hap,4.0,3.0,3.0,4
Ses02F_script02_2_M042,[378.2800-380.2100]:,well look what we have here,hap,4.0,3.5,3.5,4
Ses02F_script02_2_F041,[379.8700-382.7600]:,augie you brought refreshment,hap,4.0,4.0,3.5,4
Ses02F_script02_2_M043,[382.4300-384.0800]:,it s not champagne,hap,4.0,3.0,3.0,4
Ses02F_script02_2_F042,[383.7000-387.6000]:,well then we don t need glass,hap,4.0,3.0,3.5,4
Ses02F_script02_2_F043,[393.4100-402.2600]:,no i think you might be right maybe this is the spot after all,hap,4.0,3.0,3.5,4
Ses02F_script02_2_F044,[405.9300-408.2600]:,augie i m sorry,sad,2.5,3.5,3.5,3
Ses02F_script02_2_M045,[407.0800-411.6900]:,shh if we re very quiet the fish might come,hap,3.5,2.5,3.5,4
Ses02F_script02_2_F045,[412.1500-413.9200]:,or not,hap,4.0,2.5,2.5,4
Ses02F_script02_2_M046,[414.0500-415.6400]:,or not,hap,4.0,3.0,2.5,4
Ses02F_script03_1_F000,[006.3800-007.6300]:,do you think it s them,fea,3.0,3.3333,2.3333,7
Ses02F_script03_1_M001,[007.7100-008.8000]:,i wonder,neu,3.0,2.0,2.6667,0
Ses02F_script03_1_F001,[008.7500-012.4900]:,well nobody know we re here except freda and she wouldn t ring up,fea,3.0,3.0,2.6667,7
Ses02F_script03_1_F002,[013.7700-016.2400]:,what re we gonna do,fea,3.0,3.0,2.0,7
Ses02F_script03_1_M004,[020.6500-022.1800]:,i don t care then,neu,3.6667,2.3333,4.0,0
Ses02F_script03_1_M005,[023.9100-028.8000]:,hello hello what wrong number,neu,3.3333,4.0,2.6667,0
Ses02F_script03_1_F005,[028.4000-032.4500]:,ah it send shiver up my spine,exc,3.6667,4.0,2.3333,6
Ses02F_script03_1_F006,[034.4900-036.7600]:,behave exquisitely,hap,4.0,3.3333,1.6667,4
Ses02F_script03_1_M007,[036.5300-038.4000]:,with the most perfect poise,neu,3.6667,2.6667,3.0,0
Ses02F_script03_1_F007,[037.7000-041.5500]:,oh of course i shall probably do a court curtsy,hap,4.0,3.3333,2.3333,4
Ses02F_script03_1_M008,[041.2000-045.8900]:,thing that ought to matter dreadfully don t matter at all when one s happy do they,neu,3.6667,2.6667,3.0,0
Ses02F_script03_1_F008,[045.2300-048.8800]:,what s so horrible is that one can t stay happy,hap,2.6667,2.3333,2.0,4
Ses02F_script03_1_M009,[048.1500-050.1700]:,oh darling don t say that,neu,3.0,2.0,3.6667,0
Ses02F_script03_1_F009,[049.6500-053.3200]:,it s true the whole business is a very poor joke,hap,2.6667,2.6667,2.6667,4
Ses02F_script03_1_M010,[053.1800-056.9300]:,meaning that sacred and beautiful thing love,neu,3.6667,3.0,2.6667,0
Ses02F_script03_1_F010,[056.3800-058.7300]:,yes meaning just that,hap,3.3333,2.0,3.0,4
Ses02F_script03_1_M012,[068.0000-070.9400]:,you mustn t be serious my dear one that s just what they want,neu,3.6667,3.3333,3.6667,0
Ses02F_script03_1_F012,[070.5100-071.7600]:,who s they,neu,3.6667,2.3333,2.6667,0
Ses02F_script03_1_M013,[071.4200-078.6400]:,all those futile moralist that try to make life unbearable laugh at them be flippant laugh at everything all their sacred shibboleth,neu,3.3333,3.6667,3.6667,0
Ses02F_script03_1_M014,[078.6500-082.1400]:,flippancy brings out the acid in their damn sweetness and light,neu,3.6667,3.6667,3.6667,0
Ses02F_script03_1_F013,[081.7800-084.7900]:,if i laugh at everything then i must laugh at u too,neu,3.6667,2.6667,2.3333,0
Ses02F_script03_1_M015,[084.5000-087.2800]:,certainly you must we re figure of fun alright,neu,3.6667,2.6667,3.3333,0
Ses02F_script03_1_F014,[086.9300-092.2600]:,well how long will it last u this ludicrous overbearing love of ours,neu,4.0,2.6667,2.0,0
Ses02F_script03_1_M016,[092.0100-093.3700]:,who know,neu,3.3333,2.0,2.6667,0
Ses02F_script03_1_F015,[093.3100-096.5400]:,well shall we always want to bicker and fight,neu,3.6667,2.3333,2.3333,0
Ses02F_script03_1_M017,[096.2300-099.7400]:,no that desire will fade along with our passion,neu,3.0,2.3333,2.6667,0
Ses02F_script03_1_F016,[099.0400-101.3500]:,oh dear shall we like that,neu,3.3333,2.6667,2.0,0
Ses02F_script03_1_M018,[101.1000-103.3300]:,depends on how well we ve played,neu,3.3333,2.3333,3.0,0
Ses02F_script03_1_F017,[103.0200-109.2400]:,well what happens if one of u dy i mean doe the one that s left still laugh,neu,2.6667,3.0,2.3333,0
Ses02F_script03_1_M019,[108.6800-111.9600]:,yes yes with all his might,exc,3.6667,3.0,4.0,6
Ses02F_script03_1_M020,[112.7900-118.2800]:,no no it isn t death is very laughable such a cunning little mystery all done with mirror,exc,3.6667,3.3333,3.3333,6
Ses02F_script03_1_F019,[117.5200-119.9700]:,darling i believe you re talking nonsense,hap,4.0,3.3333,2.6667,4
Ses02F_script03_1_M021,[119.4800-122.2200]:,so is everyone else in the long run,neu,3.0,2.6667,3.0,0
Ses02F_script03_1_M022,[122.2600-136.2100]:,let s be superficial and pity the poor philosopher let s blow our trumpet and squeaker and enjoy the party a much a we can like quite idiotic very small school child let s savor the delight of the moment,exc,4.0,3.0,4.3333,6
Ses02F_script03_1_M023,[136.2304-140.6300]:,come and kiss me darling before your body rot and worm pop in and out of your eye socket,exc,4.0,3.0,4.6667,6
Ses02F_script03_1_F020,[140.2000-142.4300]:,elliott worm don t pop,hap,3.3333,2.6667,3.0,4
Ses02F_script03_1_M024,[142.8200-153.4900]:,i don t care what you do see you could paint yourself green and dance naked in the place vendome and rush off madly with all the men in the world and i shan t say a word a long a you love me best,neu,4.0,2.6667,3.3333,0
Ses02F_script03_1_F021,[152.9500-160.5700]:,oh thank you dear the same applies to you except that if i catch so much a looking at another woman i ll kill you,hap,4.0,2.6667,3.6667,4
Ses02F_script03_1_M025,[160.0100-162.6809]:,you remember that awful scene we had in venice,neu,3.0,2.6667,2.6667,0
Ses02F_script03_1_F022,[162.7044-164.7400]:,which particular one,hap,4.0,2.3333,2.0,4
Ses02F_script03_1_M026,[164.3100-169.1600]:,the one when you bought that little painted wooden snake in the piazza and put it on my bed,neu,3.3333,3.0,2.3333,0
Ses02F_script03_1_F023,[168.4300-173.2000]:,charles that wa his name charles he did wriggle so beautifully,hap,4.3333,3.3333,2.3333,4
Ses02F_script03_1_F024,[174.1900-179.8500]:,yes i know you did you threw it out of the window into the grand canal i don t think i ll ever forgive you for that,hap,4.0,2.6667,3.0,4
Ses02F_script03_1_M028,[179.5600-181.6500]:,how long did that row last,neu,3.0,2.6667,2.6667,0
Ses02F_script03_1_F025,[181.0200-183.9300]:,it went in intermittently for day,hap,4.0,3.0,3.3333,4
Ses02F_script03_1_M029,[183.4900-189.0200]:,the worst one wa in cannes when your curling iron burnt a hole in my new dressing gown,neu,3.6667,3.0,3.3333,0
Ses02F_script03_1_F026,[187.4000-191.6500]:,it burned my comb too and all the towel in the bathroom,hap,4.3333,4.0,3.0,4
Ses02F_script03_1_F027,[192.5900-195.5500]:,that wa the first time you ever hit me,neu,3.3333,3.0,3.3333,0
Ses02F_script03_1_M031,[195.4500-197.6700]:,i didn t hit you very hard,neu,4.0,2.6667,3.0,0
Ses02F_script03_1_F028,[197.0900-204.3900]:,the manager came in and found u rolling around on the floor biting and scratching like panther,hap,4.6667,4.0,3.0,4
Ses02F_script03_1_M032,[202.7400-205.3600]:,oh i ll never forget his face,exc,4.0,3.3333,3.0,6
Ses02F_script03_1_F029,[204.8400-208.5300]:,it wa ridiculous completely ridiculous,exc,4.0,2.6667,2.6667,6
Ses02F_script03_1_M033,[208.2100-210.4500]:,we were very much younger then,neu,3.6667,2.3333,3.0,0
Ses02F_script03_1_M034,[212.4200-217.2000]:,a a matter of fact the real cause of that row wa peter burden,neu,3.0,2.0,3.3333,0
Ses02F_script03_2_M000,[004.6200-008.2800]:,a a matter of fact the real cause of that row wa peter burden,neu,3.0,2.5,2.5,0
Ses02F_script03_2_M001,[009.5800-012.6200]:,i knew nothing of the sort you took present from him,neu,2.5,3.5,2.5,0
Ses02F_script03_2_M006,[036.6600-037.8300]:,what of it,ang,2.0,4.5,3.0,2
Ses02F_script03_2_M007,[041.8500-043.9400]:,well what about me,ang,2.0,4.0,2.0,2
Ses02F_script03_2_F007,[043.8300-048.3300]:,well if you hadn t been so suspicious and nosey you never would have known a thing about it,neu,2.5,3.0,2.5,0
Ses02F_script03_2_M009,[052.7500-056.9000]:,me too bored stiff you want some brandy,neu,3.0,2.5,3.0,0
Ses02F_script03_2_M011,[063.2000-066.6400]:,no particular reason anyhow they were very small one,neu,3.0,2.5,2.5,0
Ses02F_script03_2_F011,[066.6500-070.7700]:,just seems so silly to go on and on and on with such a thing,neu,2.5,3.0,3.0,0
Ses02F_script03_2_M012,[070.5000-076.5400]:,you can hardly call three liquor glass in a whole evening going on and on and on,fru,2.5,2.5,3.5,1
Ses02F_script03_2_F012,[075.5400-078.3300]:,well it s become a habit with you,neu,2.5,3.0,2.5,0
Ses02F_script03_2_M013,[077.5600-082.4000]:,you needn t be so grand just because you don t happen to want any yourself at the moment,ang,2.5,3.5,3.5,2
Ses02F_script03_2_F013,[081.2800-083.3600]:,don t be so stupid,ang,2.0,3.5,3.0,2
Ses02F_script03_2_F014,[083.4100-084.5500]:,what,ang,2.0,4.0,3.0,2
Ses02F_script03_2_M015,[084.3600-085.3200]:,nothing,fru,2.5,1.5,2.5,1
Ses02F_script03_2_F016,[096.5600-101.8200]:,a woman s job is to allure the man watch me a minute will you,exc,2.5,2.5,3.0,6
Ses02F_script03_2_F017,[103.8300-105.5700]:,no it isn t,fru,2.5,3.0,3.0,1
Ses02F_script03_2_M019,[104.8700-106.2500]:,yes it is,fru,2.5,2.5,3.0,1
Ses02F_script03_2_F018,[105.6100-107.7100]:,oh be quiet,ang,2.5,3.5,3.5,2
Ses02F_script03_2_F019,[110.5000-113.5500]:,doesn t seem to have worked such wonder with you,fru,2.5,2.0,3.0,1
Ses02F_script03_2_M021,[113.0700-115.8000]:,snap snap snap like a little adder,fru,2.0,3.5,3.0,1
Ses02F_script03_2_F020,[115.5200-117.5600]:,adder don t snap they sting,ang,2.5,3.0,3.5,2
Ses02F_script03_2_M022,[117.1700-121.1900]:,nonsense they have a little bag of venom behind their fang and they snap,fru,2.5,3.5,3.5,1
Ses02F_script03_2_M023,[121.2100-122.6900]:,they snap,fru,2.5,4.0,3.0,1
Ses02F_script03_2_F022,[122.0300-127.8900]:,i don t care do you understand i don t care i don t care if they bark or roll about like hoop,fru,2.0,3.5,3.5,1
Ses02F_script03_2_F024,[137.7400-139.5100]:,mind your own business,fru,2.5,2.0,3.0,1
Ses02F_script03_2_F025,[145.0800-146.9400]:,you re quite insufferable,ang,2.5,2.5,3.0,2
Ses02F_script03_2_F026,[146.9600-148.6000]:,i expect it s because you re drunk,fru,2.5,2.5,3.5,1
Ses02F_script03_2_M027,[148.2500-150.5600]:,i m not in the least drunk,ang,2.5,3.5,3.0,2
Ses02F_script03_2_M028,[151.6600-159.6700]:,a i mentioned before i have had three minute liquor glass of brandy the whole evening long a child of two couldn t get drunk on that,fru,2.5,3.5,3.5,1
Ses02F_script03_2_F028,[158.7800-163.6000]:,on the contrary a child of two could get violently drunk on only one glass of brandy,fru,2.5,3.5,3.5,1
Ses02F_script03_2_M029,[163.2700-168.5800]:,oh very interesting how about a child of four a child of six or a child of nine,fru,2.5,3.0,3.0,1
Ses02F_script03_2_F029,[167.4500-169.2900]:,shut up,ang,2.0,4.0,3.5,2
